Company,Exchange,Ticker,Industry,Year Founded,Locations,Number of Employees,S&P Credit Rating (FC LT),S&P Credit Rating (LC LT),Type,NOSH,Price ($USD),Total Enterprise Value ($USDmm),Total Revenue ($USDmm),Gross Profit ($USDmm),EBITDA ($USDmm),EBIT ($USDmm),Net Income ($USDmm),Cash And Equivalents ($USDmm),"Net Property, Plant & Equipment ($USDmm)",Total Assets ($USDmm),Total Debt ($USDmm),Total Equity ($USDmm),Basic EPS ($USD),EPS - Capital IQ ($USD),EPS - # of Estimates Y+1,EBITDA Estimate ($USDmm),EBITDA - # of Estimates Y+1,EBIT Estimate ($USDmm),EBIT - # of Estimates Y+1,Market Cap ($USDmm),TEV/Revenue,TEV/EBITDA,TEV/EBIT,P/E
The E.W. Scripps Company ,NasdaqGS,SSP,Communication Services,1878,US/CA,5600,B+,B+,Public Company,83.4,15.51,4852.8,2283.5,1158.2,545.1,382.7,175.6,66.2,581.8,6658.3,3282.0,1970.4,1.48,2.59,4,637.7,5,472.8,5,1293.534,2.1251587475366764,8.902586681342873,12.680428534099818,10.47972972972973
SYNLAB AG ,DB,SYAB,Health Care,1998,EU,30000,BB-,BB-,Public Company,221.6,14.9,4831.6,4281.7,2913.0,882.7,814.2,421.6,504.7,970.7,6170.8,2326.7,2565.3,1.9,1.5,3,716.3,6,486.57,3,3301.84,1.1284302963776072,5.4736603602582985,5.934168508965856,7.842105263157896
Eutelsat Communications S.A. ,ENXTPA,ETL,Communication Services,1977,EU,1093,BBB-,BBB-,Public Company,230.3,8.74,4823.6,1203.8,1106.4,836.0,397.1,241.3,711.4,4317.8,7917.2,3640.3,2990.5,1.05,1.35,7,856.0,9,484.57,4,2012.8220000000001,4.006977903306198,5.769856459330144,12.147066230168724,8.323809523809524
Wan Hai Lines Ltd. ,TWSE,2615,Industrials,1965,APAC,4333,BB+,BB+,Public Company,2806.1,3.08,4791.4,8227.4,6190.9,6137.9,5894.8,4718.7,3716.7,3640.2,9298.2,2223.4,5216.8,1.68,0.903,4,3754.4,2,3185.31,2,8642.788,0.5823711014415246,0.7806252952964369,0.8128180769491754,1.8333333333333335
Ultrapar Participações S.A. ,BOVESPA,UGPA3,Energy,1937,LATAM,9350,BB+,BB+,Public Company,1091.0,2.75,4734.7,19694.7,1153.5,525.7,378.4,316.3,409.2,1287.1,7001.5,3182.1,1879.0,0.29,0.175,7,746.2,13,447.85,11,3000.25,0.24040477895068216,9.006467567053452,12.512420718816069,9.482758620689657
"CVR Energy, Inc. ",NYSE,CVI,Energy,1906,US/CA,1429,B+,B+,Public Company,100.5,36.74,4722.5,7242.0,1268.0,8417.839805825239,6169.761165048541,328.0,510.0,2310.0,3906.0,1697.0,770.0,3.26,3.72,6,10294.333980582522,4,7659.064466019417,3,3692.3700000000003,0.6520988677161005,0.5610109135994698,0.7654267116128871,11.26993865030675
Hikma Pharmaceuticals PLC ,LSE,HIK,Health Care,1978,EU,8700,BBB-,BBB-,Public Company,220.1,16.0,4662.8,2553.0,1308.0,762.0,550.0,346.0,426.0,1146.0,4372.0,846.0,2467.0,1.51,1.97,8,736.9,7,629.96,4,3521.6,1.8264003133568352,6.119160104986877,8.477818181818183,10.596026490066226
"Resideo Technologies, Inc. ",NYSE,REZI,Industrials,2018,US/CA,13300,BB+,BB+,Public Company,145.7,22.61,4647.0,5846.0,1705.0,764.0,676.0,316.0,779.0,428.0,5853.0,1382.0,2252.0,2.18,2.33,5,877.5,4,751.45,5,3294.2769999999996,0.794902497434143,6.082460732984293,6.874260355029586,10.371559633027521
"Allegro MicroSystems, Inc. ",NasdaqGS,ALGM,Information Technology,1990,US/CA,4036,B+,B+,Public Company,191.3,25.58,4639.3,768.7,433.0,175.7,127.6,102.0,282.4,226.1,892.6,41.5,735.4,0.537,1.11,8,293.3,2,247.42,7,4893.454,6.035254325484584,26.404667046101313,36.35815047021944,47.63500931098696
HOCHTIEF Aktiengesellschaft ,XTRA,HOT,Industrials,1873,EU,35687,BBB-,BBB-,Public Company,75.2,51.17,4616.3,24312.4,5711.7,265.8,87.6,265.3,4869.4,860.5,18463.6,5519.8,1234.8,3.87,7.26,3,1206.2,5,876.75,5,3847.9840000000004,0.18987430282489592,17.36756960120391,52.69748858447489,13.222222222222221
PT Medco Energi Internasional Tbk ,IDX,MEDC,Energy,1980,APAC,3389,B+,B+,Public Company,24995.1,0.053,4614.2,1283.3,1339.2,718.2,657.0,270.6,481.0,2206.0,5683.9,3211.5,1229.3,0.011000000000000001,0.017,3,1512.7,3,1166.67,3,1324.7403,3.5955739110106757,6.424672793093845,7.023135464231355,4.8181818181818175
Vipshop Holdings Limited ,NYSE,VIPS,Consumer Discretionary,2008,APAC,8013,BBB,BBB,Public Company,635.6,11.09,4582.7,18427.1,3222.4,926.0,752.8,660.0,2565.5,2443.9,9805.0,517.0,5325.1,0.986,1.39,15,1074.7,13,858.37,17,7048.804,0.2486935003337476,4.9489200863930884,6.087539851222104,11.247464503042597
Hugo Boss AG ,XTRA,BOSS,Consumer Discretionary,1924,EU,15411,BBB,BBB,Public Company,69.0,55.85,4578.1,3168.6,2161.6,533.7,354.0,214.7,323.8,1265.9,3111.0,1129.2,1068.7,3.11,3.09,13,727.1,13,336.81,18,3853.65,1.4448336804898063,8.578040097433014,12.932485875706215,17.958199356913184
KB Home ,NYSE,KBH,Consumer Discretionary,1957,US/CA,2244,BB,BB,Public Company,87.2,31.05,4574.6,5724.9,1491.5,902.8,873.1,669.3,290.8,103.8,5835.9,1714.5,3019.5,7.53,10.6,16,1401.2,6,1205.68,9,2707.56,0.7990707261262207,5.067124501550731,5.239491467185889,4.123505976095617
Nuvei Corporation ,TSX,NVEI,Information Technology,2003,US/CA,1368,BB-,BB-,Public Company,141.3,33.41,4520.2,724.5,651.3,222.2,134.0,74.6,748.6,18.9,3455.5,508.6,2021.8,0.527,1.92,14,391.0,14,116.91,10,4720.833,6.239061421670117,20.342934293429344,33.732835820895524,63.39658444022769
Nexans S.A. ,ENXTPA,NEX,Industrials,1994,EU,21108,BB+,BB+,Public Company,43.2,94.98,4464.0,8386.2,949.2,593.8,448.5,292.7,1105.4,1639.9,6353.9,1190.7,1665.0,6.72,5.74,4,573.0,9,396.92,6,4103.136,0.5323030693281819,7.517682721455036,9.953177257525084,14.133928571428573
SSAB AB (publ) ,OM,SSAB A,Materials,1878,EU,14472,BBB-,BBB-,Public Company,1029.8,4.92,4447.1,10604.9,3615.7,3298.2,3001.0,2339.3,1525.7,2820.2,12388.6,1383.7,8129.5,2.27,1.09,11,1774.7,13,1357.71,13,5066.616,0.41934388820262336,1.3483415196167607,1.4818727090969679,2.1674008810572687
Minsur S.A. ,BVL,MINSURI1,Materials,1977,LATAM,368,BB+,BB+,Public Company,2883.0,1.01,4429.9,2005.1,1873.1,1870.0,1691.3,723.3,469.4,2095.8,4427.9,1591.1,1861.7,0.251,0.07,1,1818.6,1,1626.8,1,2911.83,2.209316243578874,2.368930481283422,2.6192278129249686,4.0239043824701195
"KAR Auction Services, Inc. ",NYSE,KAR,Industrials,2006,US/CA,8928,B,B,Public Company,115.8,15.48,4418.6,2251.6,945.7,358.3,177.7,214.0,190.0,904.9,7417.2,3933.2,2103.9,1.43,0.684,8,282.4,9,151.66,7,1792.584,1.9624267187777582,12.332123918504047,24.86550365785031,10.825174825174827
"Fluidra, S.A. ",BME,FDR,Industrials,1969,EU,7480,BB+,BB+,Public Company,189.8,16.43,4404.1,2540.3,1342.9,515.0,430.6,255.7,99.9,355.1,3986.5,1333.9,1845.1,1.35,1.76,9,640.9,14,468.13,14,3118.414,1.7336928709207573,8.551650485436895,10.227821644217371,12.17037037037037
Contact Energy Limited ,NZSE,CEN,Utilities,1995,APAC,1010,BBB,BBB,Public Company,780.6,4.9,4401.2,1485.6,330.0,303.2,166.9,113.3,104.6,2548.5,3215.1,684.0,1767.5,0.146,0.166,5,340.0,5,188.97,5,3824.9400000000005,2.962574044157243,14.515831134564644,26.370281605751945,33.561643835616444
"Ziff Davis, Inc. ",NasdaqGS,ZD,Communication Services,2014,US/CA,4900,BB,BB,Public Company,47.2,83.53,4391.8,1416.7,1228.7,447.4,209.4,381.2,694.8,216.8,3770.3,1171.5,1967.7,8.08,6.87,8,532.1,8,456.16,5,3942.6160000000004,3.10002117597233,9.816271792579348,20.973256924546323,10.337871287128714
Arçelik Anonim Sirketi ,IBSE,ARCLK,Consumer Discretionary,1955,AFME,41969,BB+,BB+,Public Company,675.7,3.93,4377.5,5164.3,1788.1,472.1,364.1,171.6,1213.0,994.1,6443.9,2467.6,1594.7,0.26899999999999996,0.37,10,862.5,11,674.83,8,2655.501,0.8476463412272718,9.272399915272187,12.022795935182641,14.609665427509297
Atkore Inc. ,NYSE,ATKR,Industrials,1959,US/CA,3400,BB,BB,Public Company,41.3,91.0,4376.6,2928.0,1582.8,1285.4,1204.9,895.2,576.3,316.7,2210.1,800.4,864.7,19.6,15.7,4,1033.7,4,967.34,4,3758.2999999999997,1.49474043715847,3.4048545199937763,3.6323346335795503,4.642857142857142
Maxar Technologies Inc. ,NYSE,MAXR,Industrials,1957,US/CA,4400,B,B,Public Company,74.2,26.02,4340.8,1770.0,821.0,423.0,145.0,48.0,47.0,1085.0,4498.0,2314.0,1463.0,0.6559999999999999,1.36,4,522.9,1,247.79,10,1930.684,2.4524293785310736,10.26193853427896,29.93655172413793,39.66463414634147
Arconic Corporation ,NYSE,ARNC,Materials,1888,US/CA,13900,BB,BB,Public Company,102.7,27.4,4340.0,7504.0,978.0,610.0,360.0,134.0,335.0,2773.0,6580.0,1719.0,1559.0,1.26,3.29,3,885.6,5,630.21,4,2813.98,0.5783582089552238,7.114754098360656,12.055555555555555,21.746031746031743
Tate & Lyle plc ,LSE,TATE,Consumer Staples,1903,EU,4591,BBB,BBB,Public Company,398.2,9.21,4338.7,1807.5,892.6,328.6,214.3,310.2,144.6,653.3,4273.5,892.6,2129.5,0.778,0.561,11,345.2,10,243.29,10,3667.422,2.4003872752420468,13.203590992087642,20.24591693887074,11.838046272493575
"MACOM Technology Solutions Holdings, Inc. ",NasdaqGS,MTSI,Information Technology,1950,US/CA,1100,B+,B+,Public Company,70.0,61.02,4338.2,606.9,387.9,182.1,121.9,217.7,156.5,150.5,1134.1,565.9,471.7,3.13,3.04,13,254.3,3,228.13,11,4271.400000000001,7.148129840171363,23.82317408017573,35.58818703855619,19.49520766773163
"Under Armour, Inc. ",NYSE,UAA,Consumer Discretionary,1996,US/CA,12300,BB,BB,Public Company,455.2,9.18,4331.8,5683.5,2862.0,666.0,524.8,360.1,1669.5,1055.6,4991.4,1504.3,2089.0,0.773,0.556,24,490.2,18,333.4,21,4178.736,0.7621711973255917,6.504204204204204,8.254192073170733,11.875808538163001
DIC Asset AG ,XTRA,DIC,Real Estate,2002,EU,355,BB+,BB+,Public Investment Firm,81.9,10.5,4330.3,272.2,236.7,168.0,115.7,46.2,622.0,14.2,3973.2,2474.3,1289.6,0.563,1.16,4,257.4,3,188.87,4,859.95,15.90852314474651,25.77559523809524,37.426966292134836,18.650088809946716
ManTech International Corporation ,NasdaqGS,MANT,Industrials,1968,US/CA,9800,BB+,BB+,Public Company,41.0,95.94,4278.2,2554.0,388.7,256.2,176.0,122.3,53.4,208.6,2639.6,396.5,1675.4,3.0,3.89,7,263.2,6,181.51,4,3933.54,1.675097885669538,16.698672911787664,24.307954545454546,31.98
"Delek US Holdings, Inc. ",NYSE,DK,Energy,2001,US/CA,3312,BB-,BB-,Public Company,71.0,30.13,4277.6,10648.2,1104.2,757.8,492.7,291.6,856.5,2515.8,6728.0,2673.5,947.5,3.99,3.9,10,855.4,12,534.1,6,2139.23,0.4017204785785391,5.644761150699394,8.68195656586158,7.5513784461152875
"Hillenbrand, Inc. ",NYSE,HI,Industrials,1906,US/CA,10500,BB+,BB+,Public Company,69.5,45.55,4243.9,2864.8,959.4,528.0,417.7,207.1,446.1,433.2,4014.9,1349.2,1232.2,2.85,4.17,4,555.2,4,463.45,4,3165.725,1.4813948617704549,8.037689393939393,10.160162796265261,15.982456140350875
Louisiana-Pacific Corporation ,NYSE,LPX,Materials,1972,US/CA,4800,BB+,BB+,Public Company,73.9,58.54,4214.5,4553.0,2058.0,1909.0,1781.0,1427.0,358.0,1205.0,2194.0,397.0,1239.0,16.4,6.06,7,663.2,7,616.95,8,4326.106000000001,0.9256534153305512,2.207700366684128,2.366367209432903,3.5695121951219515
"Dycom Industries, Inc. ",NYSE,DY,Industrials,1969,US/CA,14674,BB,BB,Public Company,29.6,116.21,4211.4,3130.5,557.8,285.7,137.3,92.9,310.8,355.9,2118.2,901.9,758.5,3.11,4.7,5,421.0,7,233.3,6,3439.816,1.3452803066602779,14.740637031851591,30.672978878368532,37.366559485530544
Constellium SE ,NYSE,CSTM,Materials,2010,EU,12500,B+,B+,Public Company,144.3,14.5,4208.2,6996.5,789.3,716.1,491.3,258.2,167.2,2215.4,5258.7,2421.2,330.9,1.81,1.8,5,684.8,8,415.99,5,2092.3500000000004,0.6014721646537554,5.876553553972909,8.565438632200284,8.011049723756907
Gibson Energy Inc. ,TSX,GEI,Energy,1950,US/CA,460,BBB-,BBB-,Public Company,146.5,19.98,4171.2,5698.3,269.2,323.1,221.7,130.3,49.5,1315.9,2711.8,1376.8,509.0,0.887,1.14,11,400.7,12,241.95,2,2927.07,0.7320077917975536,12.909935004642524,18.814614343707714,22.525366403607666
Royal Mail plc ,LSE,RMG,Industrials,1516,EU,179049,BBB,BBB,Public Company,946.1,3.14,4163.8,16764.7,6814.3,1397.9,1082.7,807.1,1499.5,4709.5,14083.6,2918.5,7034.5,0.8140000000000001,0.262,11,1068.3,11,356.21,7,2970.7540000000004,0.24836710469021217,2.9786107733028113,3.845755980419322,3.8574938574938575
Chorus Limited ,NZSE,CNU,Communication Services,2008,APAC,799,BBB,BBB,Public Company,446.5,4.94,4161.1,600.6,432.5,375.9,159.9,39.8,54.8,3276.7,3638.3,2011.5,640.4,0.08900000000000001,0.079,4,414.5,6,148.2,6,2205.71,6.928238428238428,11.069699388135144,26.023139462163854,55.50561797752809
Prestige Consumer Healthcare Inc. ,NYSE,PBH,Health Care,1996,US/CA,535,BB-,BB-,Public Company,49.8,54.12,4157.3,1086.8,629.1,363.6,330.7,202.9,27.2,98.5,3670.7,1506.4,1577.6,4.04,4.21,6,382.2,5,346.04,6,2695.176,3.8252668384247337,11.433718371837184,12.57121257937708,13.396039603960395
California Resources Corporation ,NYSE,CRC,Energy,2014,US/CA,970,B+,B+,Public Company,75.4,50.71,4133.3,2565.0,1884.0,492.0,286.0,832.0,305.0,2642.0,3846.0,637.0,1688.0,10.5,6.92,4,1189.3,3,764.49,4,3823.5340000000006,1.6114230019493179,8.401016260162603,14.452097902097902,4.82952380952381
Imerys S.A. ,ENXTPA,NK,Materials,1880,EU,16809,BBB-,BBB-,Public Company,84.6,29.84,4106.6,4984.5,3111.1,750.5,496.8,303.9,656.4,2266.3,8434.1,2318.0,3686.9,3.59,3.49,5,778.6,5,461.17,4,2524.464,0.8238740094292307,5.4718187874750175,8.26610305958132,8.311977715877438
"Hostess Brands, Inc. ",NasdaqCM,TWNK,Consumer Staples,1919,US/CA,2600,B+,B+,Public Company,136.5,23.58,4097.7,1142.0,437.7,258.0,208.5,127.8,249.2,335.3,3466.3,1115.9,1719.0,0.945,1.01,11,301.2,12,229.92,9,3218.6699999999996,3.5881786339754815,15.882558139534883,19.65323741007194,24.952380952380953
Otter Tail Corporation ,NasdaqGS,OTTR,Utilities,1907,US/CA,2487,BBB,BBB,Public Company,41.6,78.91,4076.8,1196.8,546.5,458.0,364.8,262.3,1.54,2143.7,2754.8,874.6,990.8,6.32,5.49,4,440.8,2,351.17,3,3282.656,3.4064171122994655,8.901310043668122,11.175438596491228,12.485759493670885
ams-OSRAM AG ,SWX,AMS,Information Technology,1981,EU,24108,BB-,BB-,Public Company,261.2,7.72,4053.2,5729.6,1424.8,754.8,236.3,203.8,1513.7,1874.2,10967.8,3862.2,3582.4,0.784,0.9329999999999999,9,888.4,8,255.63,6,2016.464,0.7074141301312482,5.369899311075781,17.152771900126957,9.846938775510203
"Carter's, Inc. ",NYSE,CRI,Consumer Discretionary,1865,US/CA,15900,BB+,BB+,Public Company,39.0,80.41,4048.0,3486.4,1587.9,524.1,444.8,286.9,984.3,703.8,3201.8,1580.8,950.2,6.9,6.98,9,451.0,6,396.52,8,3135.99,1.1610830656264342,7.723716847929784,9.100719424460431,11.653623188405795
"Bloomin' Brands, Inc. ",NasdaqGS,BLMN,Consumer Discretionary,1988,US/CA,82000,BB-,BB-,Public Company,89.3,22.0,4020.4,4122.4,709.3,466.7,302.1,76.0,87.6,1972.9,3294.3,2152.1,222.9,0.852,2.56,12,522.9,10,340.23,10,1964.6,0.9752571317679023,8.614527533747589,13.30817610062893,25.821596244131456
Weibo Corporation ,NasdaqGS,WB,Communication Services,2009,APAC,6147,BBB,BBB,Public Company,236.6,20.2,4016.2,2257.1,1853.9,752.4,691.7,311.0,2423.7,128.9,7519.5,2494.9,3688.0,1.35,2.34,16,570.8,9,523.62,17,4779.32,1.7793628992955561,5.337852206273259,5.80627439641463,14.962962962962962
Peabody Energy Corporation ,NYSE,BTU,Energy,1883,US/CA,4900,B-,B-,Public Company,143.9,27.89,4009.2,3318.3,1073.2,987.0,680.5,758.8,954.3,2986.1,4949.8,1181.4,1820.8,5.78,7.23,2,1738.4,4,1065.47,3,4013.371,1.2082090226923423,4.0620060790273556,5.891550330639236,4.825259515570934
Meritage Homes Corporation ,NYSE,MTH,Consumer Discretionary,1985,US/CA,1773,BB+,BB+,Public Company,36.6,84.44,3998.3,5141.3,1658.1,1220.7,1196.2,905.6,618.3,58.4,4807.5,1186.2,3044.4,24.4,23.4,11,1231.2,5,1160.27,10,3090.504,0.7776826872580865,3.2754157450643073,3.342501253970908,3.460655737704918
"B&G Foods, Inc. ",NYSE,BGS,Consumer Staples,1822,US/CA,3096,B-,B-,Public Company,71.7,23.22,3990.3,2056.3,398.6,260.6,178.0,39.8,33.7,406.6,3828.5,2335.8,920.3,0.591,1.39,8,335.0,7,250.11,5,1664.874,1.9405242425716092,15.311972371450498,22.41741573033708,39.28934010152284
"REN - Redes Energéticas Nacionais, SGPS, S.A. ",ENXTLS,RENE,Utilities,1994,EU,697,BBB,BBB,Public Company,663.3,2.74,3907.3,915.9,538.6,466.8,209.7,108.2,453.5,136.0,6355.6,3172.1,1603.4,0.163,0.158,3,470.6,3,219.53,2,1817.442,4.266077082650945,8.370394173093402,18.632808774439678,16.809815950920246
"Franchise Group, Inc. ",NasdaqGM,FRG,Consumer Discretionary,2010,US/CA,11895,B+,B+,Public Company,40.4,37.4,3897.9,3255.2,1709.7,416.5,336.3,364.5,292.7,1164.6,3913.2,2600.1,762.8,8.84,4.07,5,387.4,5,288.01,6,1510.9599999999998,1.1974379454411404,9.358703481392558,11.590544157002675,4.230769230769231
EnerSys ,NYSE,ENS,Industrials,2000,US/CA,11400,BB+,BB+,Public Company,40.7,68.0,3878.7,3357.3,745.8,317.3,222.2,131.0,402.5,574.3,3736.6,1371.5,1493.3,3.15,4.88,5,384.3,5,288.82,4,2767.6000000000004,1.1553033687784826,12.224078159470531,17.455895589558956,21.58730158730159
ITV plc ,LSE,ITV,Communication Services,1955,EU,5987,BBB-,BBB-,Public Company,4006.9,0.757,3871.5,4675.6,1006.1,947.8,836.0,574.8,928.9,343.9,5741.2,1557.2,2055.5,0.14300000000000002,0.146,14,865.1,12,779.53,10,3033.2233,0.8280220720335357,4.084722515298586,4.630980861244019,5.293706293706293
"ACI Worldwide, Inc. ",NasdaqGS,ACIW,Information Technology,1975,US/CA,3610,BB,BB,Public Company,114.0,24.83,3869.4,1370.6,780.9,310.4,252.6,152.1,122.1,110.9,3158.7,1136.0,1244.8,1.31,2.17,4,423.8,6,253.42,5,2830.62,2.823143148985846,12.465850515463918,15.318289786223279,18.954198473282442
American States Water Company ,NYSE,AWR,Utilities,1929,US/CA,808,A+,A+,Public Company,37.0,86.41,3863.5,498.9,265.8,179.3,138.4,82.6,4.96,1645.2,1901.0,629.0,685.9,2.23,2.91,1,195.0,1,152.75,2,3197.17,7.744036881138505,21.547685443390964,27.915462427745663,38.74887892376682
Empresa Nacional de Telecomunicaciones S.A. ,SNSE,ENTEL,Communication Services,1964,LATAM,11948,BBB-,BBB-,Public Company,302.0,2.91,3823.9,2855.0,2460.9,688.1,281.9,400.2,127.5,2925.0,6359.4,3196.9,1764.1,1.33,0.626,7,948.4,5,446.8,7,878.82,1.339369527145359,5.557186455457056,13.564739269244415,2.18796992481203
Turkcell Iletisim Hizmetleri A.S. ,IBSE,TCELL,Communication Services,1993,AFME,16649,B+,B+,Public Company,2183.1,1.21,3806.9,2720.6,772.5,693.0,547.9,327.9,1410.9,1589.5,5353.5,2785.6,1708.9,0.15,0.185,3,1271.0,6,727.19,2,2641.551,1.3992869220024995,5.493362193362193,6.948165723672203,8.066666666666666
Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi ,IBSE,AEFES,Consumer Staples,1966,AFME,18457,BBB-,BBB-,Public Company,592.1,2.31,3806.2,2976.3,1291.0,641.0,458.4,98.9,777.1,1645.7,6440.7,1609.2,2979.1,0.16699999999999998,0.327,3,843.3,7,564.08,3,1367.751,1.2788361388300908,5.937909516380655,8.30322862129145,13.83233532934132
ATS Automation Tooling Systems Inc. ,TSX,ATA,Industrials,1978,US/CA,6000,BB,BB,Public Company,91.7,32.64,3791.0,1748.3,499.7,229.9,169.5,103.1,108.4,243.0,2458.5,885.3,789.5,1.12,1.85,4,315.7,5,263.95,2,2993.088,2.1683921523765943,16.489778164419313,22.365781710914455,29.142857142857142
Visteon Corporation ,NasdaqGS,VC,Consumer Discretionary,2000,US/CA,10000,BB-,BB-,Public Company,28.1,125.34,3775.8,2773.0,305.0,248.0,151.0,82.0,452.0,527.0,2234.0,498.0,616.0,2.92,6.39,14,382.7,14,240.66,8,3522.054,1.3616300036062028,15.225000000000001,25.005298013245035,42.92465753424658
Verra Mobility Corporation ,NasdaqCM,VRRM,Information Technology,2016,US/CA,1370,B+,B+,Public Company,153.2,17.04,3774.7,550.6,438.7,295.5,168.2,86.1,101.3,134.9,1837.1,1284.5,260.0,0.55,0.616,5,349.2,7,191.73,6,2610.528,6.855612059571376,12.773942470389171,22.441736028537456,30.981818181818177
"Arcosa, Inc. ",NYSE,ACA,Industrials,2018,US/CA,6170,BB,BB,Public Company,48.4,64.2,3773.6,2036.4,410.0,307.1,153.5,92.1,72.9,1222.8,3188.1,707.3,1953.3,1.89,2.37,6,338.3,6,179.33,6,3107.28,1.853074052249067,12.28785411917942,24.58371335504886,33.96825396825397
Belden Inc. ,NYSE,BDC,Information Technology,1902,US/CA,6200,BB,BB,Public Company,43.5,70.85,3770.5,2408.1,943.8,413.4,330.1,85.9,643.8,432.4,3417.7,1545.5,956.1,1.92,6.11,5,450.0,4,382.92,5,3081.975,1.565757235995183,9.120706337687471,11.422296273856407,36.901041666666664
"Air Transport Services Group, Inc. ",NasdaqGS,ATSG,Industrials,1980,US/CA,5280,BB+,BB+,Public Company,73.9,31.8,3728.5,1734.3,807.4,625.2,294.4,214.1,63.6,2192.6,3267.3,1366.1,1322.4,2.9,2.45,5,671.7,5,322.57,3,2350.0200000000004,2.1498587326298795,5.963691618682021,12.664741847826088,10.965517241379311
AMC Networks Inc. ,NasdaqGS,AMCX,Communication Services,1980,US/CA,1883,BB,BB,Public Company,42.9,28.45,3718.2,3077.6,1654.8,674.0,578.1,315.3,892.2,351.7,5748.9,3026.9,1186.5,7.38,7.45,7,657.4,5,537.75,6,1220.5049999999999,1.2081492071744215,5.516617210682492,6.431759211209132,3.855013550135501
Grainger plc ,LSE,GRI,Real Estate,1912,EU,322,BB+,BB+,Public Company,738.4,3.24,3707.7,336.1,209.0,159.2,158.0,198.2,428.8,2944.2,4418.0,1827.2,2347.9,0.27899999999999997,0.126,5,159.0,2,159.39,4,2392.416,11.031538232668847,23.28957286432161,23.46645569620253,11.612903225806454
"Worthington Industries, Inc. ",NYSE,WOR,Materials,1955,US/CA,8400,BBB,BBB,Public Company,49.5,55.47,3693.7,5242.2,714.8,414.1,315.2,379.4,34.5,795.1,3643.0,847.6,1614.0,7.6,5.09,4,420.9,4,283.25,4,2745.765,0.7046087520506658,8.919826128954359,11.718591370558375,7.298684210526316
"M.D.C. Holdings, Inc. ",NYSE,MDC,Consumer Discretionary,1972,US/CA,2080,BBB-,BBB-,Public Company,71.2,34.39,3666.3,5254.7,1417.0,933.1,903.7,646.6,485.8,83.8,4963.5,1774.8,2597.1,9.12,7.98,7,916.4,2,796.0,2,2448.568,0.6977182332007537,3.9291608616439824,4.0569879384751575,3.770833333333334
Türk Telekomünikasyon Anonim Sirketi ,IBSE,TTKOM,Communication Services,1840,AFME,38798,B+,B+,Public Company,3500.0,0.566,3659.5,2595.8,944.2,827.2,500.1,304.6,583.0,1556.7,4418.5,2359.7,1079.3,0.087,0.092,5,1142.5,7,653.45,5,1980.9999999999998,1.4097773326142229,4.423960348162476,7.31753649270146,6.505747126436781
SJW Group ,NYSE,SJW,Utilities,1985,US/CA,751,A-,A-,Public Company,30.2,66.75,3643.0,573.7,322.7,202.2,100.3,52.4,10.9,2518.5,3492.4,1595.0,1034.5,1.74,2.72,6,251.3,3,144.75,3,2015.85,6.3500087153564575,18.01681503461919,36.32103688933201,38.36206896551724
"Installed Building Products, Inc. ",NYSE,IBP,Consumer Discretionary,1977,US/CA,9500,BB-,BB-,Public Company,28.5,100.24,3631.6,1968.7,701.3,342.7,255.7,158.0,333.5,175.8,1653.2,937.4,416.8,5.41,8.01,12,405.1,13,294.47,6,2856.8399999999997,1.8446690709605322,10.59702363583309,14.202581149784905,18.52865064695009
Ratch Group Public Company Limited ,SET,RATCH,Utilities,2000,APAC,459,BBB,BBB,Public Company,2175.0,1.22,3631.4,1061.1,79.7,99.2,28.2,207.5,209.7,1156.5,4663.8,1840.7,2343.4,0.127,0.131,4,210.4,3,151.2,4,2653.5,3.42229761568184,36.60685483870968,128.77304964539007,9.606299212598424
Towngas Smart Energy Company Limited ,SEHK,1083,Utilities,1998,APAC,23476,BBB+,BBB+,Public Company,3245.3,0.427,3629.9,2196.2,631.7,359.4,257.9,193.3,522.1,3046.0,6955.4,2514.5,3228.2,0.062,0.055999999999999994,11,441.5,7,286.81,6,1385.7431000000001,1.6528093980511795,10.099888703394548,14.074835207444748,6.887096774193548
Moog Inc. ,NYSE,MOG.A,Industrials,1951,US/CA,14000,BB+,BB+,Public Company,32.0,85.94,3626.0,2852.0,815.1,337.7,248.2,160.3,99.6,706.1,3433.2,993.1,1400.1,5.01,5.76,3,396.3,2,299.04,3,2750.08,1.2713884992987377,10.737340835060705,14.60918614020951,17.15369261477046
Viavi Solutions Inc. ,NasdaqGS,VIAV,Information Technology,1923,US/CA,3600,BB+,BB+,Public Company,226.3,15.12,3604.3,1292.4,803.5,260.6,185.2,15.5,559.9,274.1,1827.9,744.6,671.7,0.067,0.9570000000000001,7,352.1,2,291.07,6,3421.656,2.78884246363355,13.830775134305448,19.461663066954646,225.67164179104475
"Alliance Resource Partners, L.P. ",NasdaqGS,ARLP,Energy,1971,US/CA,895,B+,B+,Public Company,127.2,25.45,3585.9,1570.0,736.7,656.6,385.4,307.5,122.4,1712.8,2159.4,450.7,1226.1,2.34,5.65,3,1062.4,3,783.28,3,3237.24,2.2840127388535034,5.461315869631434,9.304359107420861,10.876068376068377
