Date;Close
19/06/1928;18.34000015
20/06/1928;18.56999969
21/06/1928;18.55999947
22/06/1928;18.54000092
25/06/1928;18.46999931
26/06/1928;18.68000031
27/06/1928;18.86000061
28/06/1928;19.06999969
29/06/1928;19.13999939
02/07/1928;18.97999954
03/07/1928;19.29000092
05/07/1928;19.47999954
06/07/1928;19.38999939
09/07/1928;19.45999908
10/07/1928;19.43000031
11/07/1928;18.95000076
12/07/1928;18.80999947
13/07/1928;18.95999908
16/07/1928;18.70000076
17/07/1928;18.79999924
18/07/1928;19.03000069
19/07/1928;18.98999977
20/07/1928;19.03000069
23/07/1928;19.12000084
24/07/1928;19.09000015
25/07/1928;19.20000076
26/07/1928;19.23999977
27/07/1928;19.42000008
30/07/1928;19.46999931
31/07/1928;19.43000031
01/08/1928;19.42000008
02/08/1928;19.32999992
03/08/1928;19.36000061
06/08/1928;19.57999992
07/08/1928;19.48999977
08/08/1928;19.25
09/08/1928;19.29999924
10/08/1928;19.25
13/08/1928;19.29000092
14/08/1928;19.12999916
15/08/1928;19.46999931
16/08/1928;19.61000061
17/08/1928;19.63999939
20/08/1928;19.77000046
21/08/1928;20.02000046
22/08/1928;20
23/08/1928;20.02000046
24/08/1928;20.34000015
27/08/1928;20.37999916
28/08/1928;20.54000092
29/08/1928;20.57999992
30/08/1928;20.61000061
31/08/1928;20.87000084
04/09/1928;20.96999931
05/09/1928;21.06999969
06/09/1928;20.94000053
07/09/1928;21.09000015
10/09/1928;20.92000008
11/09/1928;21.07999992
12/09/1928;21.15999985
13/09/1928;21.13999939
14/09/1928;21.13999939
17/09/1928;21.32999992
18/09/1928;21.18000031
19/09/1928;21.18000031
20/09/1928;21.21999931
21/09/1928;21.36000061
24/09/1928;21.43000031
25/09/1928;21.40999985
26/09/1928;21.39999962
27/09/1928;21.12999916
28/09/1928;21.13999939
01/10/1928;21.36000061
02/10/1928;21.26000023
03/10/1928;21.19000053
04/10/1928;21.26000023
05/10/1928;21.21999931
08/10/1928;21.11000061
09/10/1928;21.18000031
10/10/1928;21.40999985
11/10/1928;21.51000023
15/10/1928;21.64999962
16/10/1928;21.71999931
17/10/1928;21.79000092
18/10/1928;21.84000015
19/10/1928;21.95999908
22/10/1928;21.80999947
23/10/1928;21.95000076
24/10/1928;21.98999977
25/10/1928;21.90999985
26/10/1928;21.64999962
29/10/1928;22
30/10/1928;21.76000023
31/10/1928;21.68000031
01/11/1928;21.98999977
02/11/1928;21.95000076
05/11/1928;22.23999977
07/11/1928;22.23999977
08/11/1928;22.38999939
09/11/1928;22.54999924
12/11/1928;22.84000015
13/11/1928;22.90999985
14/11/1928;22.90999985
15/11/1928;23.03000069
16/11/1928;23.37000084
19/11/1928;23.37000084
20/11/1928;23.56999969
21/11/1928;23.21999931
22/11/1928;23.52000046
23/11/1928;23.70000076
26/11/1928;23.79999924
27/11/1928;23.90999985
28/11/1928;24.19000053
30/11/1928;24.28000069
03/12/1928;23.85000038
04/12/1928;23.90999985
05/12/1928;23.80999947
06/12/1928;22.90999985
07/12/1928;22.36000061
10/12/1928;22.30999947
11/12/1928;22.73999977
12/12/1928;22.52000046
13/12/1928;22.47999954
14/12/1928;22.53000069
17/12/1928;22.44000053
18/12/1928;22.70000076
19/12/1928;22.97999954
20/12/1928;23.06999969
21/12/1928;23.32999992
24/12/1928;23.54000092
26/12/1928;23.44000053
27/12/1928;23.63999939
28/12/1928;23.97999954
31/12/1928;24.35000038
02/01/1929;24.80999947
03/01/1929;24.86000061
04/01/1929;24.85000038
07/01/1929;24.25
08/01/1929;24.17000008
09/01/1929;24.54000092
10/01/1929;24.57999992
11/01/1929;24.54000092
14/01/1929;24.59000015
15/01/1929;24.22999954
16/01/1929;24.55999947
17/01/1929;24.69000053
18/01/1929;24.77000046
21/01/1929;24.86000061
22/01/1929;25.06999969
23/01/1929;25.21999931
24/01/1929;25.05999947
25/01/1929;25.47999954
28/01/1929;25.35000038
29/01/1929;25.36000061
30/01/1929;25.45000076
31/01/1929;25.73999977
01/02/1929;25.84000015
04/02/1929;25.63999939
05/02/1929;25.70000076
06/02/1929;25.48999977
07/02/1929;24.70999908
08/02/1929;24.44000053
11/02/1929;24.97999954
13/02/1929;24.95000076
14/02/1929;24.85000038
15/02/1929;24.35000038
18/02/1929;24.38999939
19/02/1929;24.37999916
20/02/1929;24.59000015
21/02/1929;24.86000061
25/02/1929;24.90999985
26/02/1929;24.95000076
27/02/1929;25.25
28/02/1929;25.59000015
01/03/1929;25.82999992
04/03/1929;25.48999977
05/03/1929;25.31999969
06/03/1929;24.92000008
07/03/1929;25.14999962
08/03/1929;25.30999947
11/03/1929;24.95000076
12/03/1929;24.96999931
13/03/1929;25.23999977
14/03/1929;25.72999954
15/03/1929;26.07999992
18/03/1929;26.04000092
19/03/1929;26.03000069
20/03/1929;26.02000046
21/03/1929;25.89999962
22/03/1929;25.54999924
25/03/1929;24.51000023
26/03/1929;24.35000038
27/03/1929;25.09000015
28/03/1929;25.53000069
01/04/1929;24.87999916
02/04/1929;25.17000008
03/04/1929;24.86000061
04/04/1929;25.29999924
05/04/1929;25.04999924
08/04/1929;24.82999992
09/04/1929;24.62999916
10/04/1929;24.78000069
11/04/1929;25.05999947
12/04/1929;25.14999962
15/04/1929;25
16/04/1929;25.05999947
17/04/1929;25.31999969
18/04/1929;25.43000031
19/04/1929;25.40999985
22/04/1929;25.70000076
23/04/1929;25.85000038
24/04/1929;25.75
25/04/1929;25.62999916
26/04/1929;25.57999992
29/04/1929;25.53000069
30/04/1929;25.94000053
01/05/1929;25.98999977
02/05/1929;26.11000061
03/05/1929;26.37000084
06/05/1929;26.31999969
07/05/1929;26.06999969
08/05/1929;26.18000031
09/05/1929;26.02000046
10/05/1929;26.34000015
13/05/1929;25.63999939
14/05/1929;25.95000076
15/05/1929;25.84000015
16/05/1929;25.96999931
17/05/1929;26.09000015
20/05/1929;25.38999939
21/05/1929;25.70000076
22/05/1929;24.76000023
23/05/1929;25.30999947
24/05/1929;25.12000084
27/05/1929;24.20000076
28/05/1929;24.59000015
29/05/1929;24.62000084
31/05/1929;24.82999992
03/06/1929;25.27000046
04/06/1929;25.63999939
05/06/1929;25.59000015
06/06/1929;25.63999939
07/06/1929;25.53000069
10/06/1929;25.27000046
11/06/1929;25.43000031
12/06/1929;25.45000076
13/06/1929;25.84000015
14/06/1929;25.93000031
17/06/1929;26.40999985
18/06/1929;26.42000008
19/06/1929;26.31999969
20/06/1929;26.46999931
21/06/1929;26.62000084
24/06/1929;26.62000084
25/06/1929;26.89999962
26/06/1929;27.05999947
27/06/1929;27.11000061
28/06/1929;27.40999985
01/07/1929;27.77000046
02/07/1929;28.05999947
03/07/1929;28.18000031
05/07/1929;28.31999969
08/07/1929;28.37000084
09/07/1929;28.28000069
10/07/1929;28.20000076
11/07/1929;28.26000023
12/07/1929;28.56999969
15/07/1929;28.45000076
16/07/1929;28.64999962
17/07/1929;28.71999931
18/07/1929;28.65999985
19/07/1929;28.76000023
22/07/1929;28.43000031
23/07/1929;28.82999992
24/07/1929;28.63999939
25/07/1929;28.77000046
26/07/1929;28.65999985
29/07/1929;28.18000031
30/07/1929;28.5
31/07/1929;28.87999916
01/08/1929;29.07999992
02/08/1929;29.55999947
05/08/1929;29.54000092
06/08/1929;29.43000031
07/08/1929;29.12999916
08/08/1929;29.46999931
09/08/1929;28.37999916
12/08/1929;29.27000046
13/08/1929;29.53000069
14/08/1929;29.62000084
15/08/1929;29.67000008
16/08/1929;30.21999931
19/08/1929;30.5
20/08/1929;30.68000031
21/08/1929;30.54999924
22/08/1929;30.79000092
23/08/1929;31.09000015
26/08/1929;31.06999969
27/08/1929;31.04999924
28/08/1929;30.98999977
29/08/1929;31.29000092
30/08/1929;31.70999908
03/09/1929;31.81999969
04/09/1929;31.71999931
05/09/1929;31.02000046
06/09/1929;31.82999992
09/09/1929;31.67000008
10/09/1929;31.10000038
11/09/1929;31.53000069
12/09/1929;31.17000008
13/09/1929;31.37999916
16/09/1929;31.86000061
17/09/1929;31.60000038
18/09/1929;31.68000031
19/09/1929;31.72999954
20/09/1929;31.38999939
23/09/1929;31.37999916
24/09/1929;30.79999924
25/09/1929;30.85000038
26/09/1929;31.12999916
27/09/1929;30.27000046
30/09/1929;30.15999985
01/10/1929;29.97999954
02/10/1929;30.20000076
03/10/1929;28.95000076
04/10/1929;28.64999962
07/10/1929;30.44000053
08/10/1929;30.34000015
09/10/1929;30.27000046
10/10/1929;30.80999947
11/10/1929;30.76000023
14/10/1929;30.54999924
15/10/1929;30.29999924
16/10/1929;29.23999977
17/10/1929;29.69000053
18/10/1929;28.84000015
21/10/1929;27.72999954
22/10/1929;28.27000046
23/10/1929;26.60000038
24/10/1929;25.75
25/10/1929;26.12000084
28/10/1929;22.73999977
29/10/1929;20.43000031
30/10/1929;22.98999977
31/10/1929;24.14999962
04/11/1929;22.87999916
06/11/1929;20.61000061
07/11/1929;21.37000084
08/11/1929;21.18000031
11/11/1929;19.86000061
12/11/1929;18.72999954
13/11/1929;17.65999985
14/11/1929;19.23999977
15/11/1929;20.29999924
18/11/1929;20.09000015
19/11/1929;20.70000076
20/11/1929;21.27000046
21/11/1929;21.61000061
22/11/1929;21.53000069
25/11/1929;21.28000069
26/11/1929;20.65999985
27/11/1929;20.92000008
02/12/1929;20.95000076
03/12/1929;21.64999962
04/12/1929;22.04999924
05/12/1929;21.87000084
06/12/1929;22.45000076
09/12/1929;22.39999962
10/12/1929;22.56999969
11/12/1929;22.37999916
12/12/1929;21.17000008
13/12/1929;21.70000076
16/12/1929;21.32999992
17/12/1929;21.55999947
18/12/1929;21.42000008
19/12/1929;20.85000038
20/12/1929;20.15999985
23/12/1929;20.26000023
24/12/1929;20.38999939
26/12/1929;20.84000015
27/12/1929;20.81999969
30/12/1929;20.88999939
31/12/1929;21.45000076
02/01/1930;21.18000031
03/01/1930;21.22999954
06/01/1930;21.5
07/01/1930;21.30999947
08/01/1930;21.29000092
09/01/1930;21.62000084
10/01/1930;21.54999924
13/01/1930;21.52000046
14/01/1930;21.55999947
15/01/1930;21.64999962
16/01/1930;21.5
17/01/1930;21.30999947
20/01/1930;21.5
21/01/1930;21.61000061
22/01/1930;21.62999916
23/01/1930;21.84000015
24/01/1930;22.04000092
27/01/1930;22.20999908
28/01/1930;22.10000038
29/01/1930;22.35000038
30/01/1930;22.46999931
31/01/1930;22.79000092
03/02/1930;22.73999977
04/02/1930;23.01000023
05/02/1930;23.30999947
06/02/1930;23.05999947
07/02/1930;22.96999931
10/02/1930;23.12000084
11/02/1930;23.31999969
13/02/1930;23.36000061
14/02/1930;23.35000038
17/02/1930;23.26000023
18/02/1930;23.28000069
19/02/1930;23.06999969
20/02/1930;22.63999939
21/02/1930;22.92000008
24/02/1930;22.68000031
25/02/1930;22.88999939
26/02/1930;23.11000061
27/02/1930;23.07999992
28/02/1930;23.28000069
03/03/1930;23.36000061
04/03/1930;23.54000092
05/03/1930;23.36000061
06/03/1930;23.59000015
07/03/1930;23.59000015
10/03/1930;23.67000008
11/03/1930;23.71999931
12/03/1930;23.45999908
13/03/1930;23.60000038
14/03/1930;23.45000076
17/03/1930;23.67000008
18/03/1930;23.89999962
19/03/1930;24.03000069
20/03/1930;24.13999939
21/03/1930;24.29000092
24/03/1930;24.28000069
25/03/1930;24.25
26/03/1930;24.62000084
27/03/1930;24.56999969
28/03/1930;24.85000038
31/03/1930;24.14999962
01/04/1930;25.37000084
02/04/1930;25.11000061
03/04/1930;25.15999985
04/04/1930;25.54000092
07/04/1930;25.60000038
08/04/1930;25.45999908
09/04/1930;25.87000084
10/04/1930;25.92000008
11/04/1930;25.84000015
14/04/1930;25.72999954
15/04/1930;25.73999977
16/04/1930;25.55999947
17/04/1930;25.75
21/04/1930;25.29000092
22/04/1930;25.5
23/04/1930;25.54999924
24/04/1930;25.35000038
25/04/1930;25.31999969
28/04/1930;24.76000023
29/04/1930;24.72999954
30/04/1930;24.89999962
01/05/1930;24.29999924
02/05/1930;23.56999969
05/05/1930;22.97999954
06/05/1930;23.76000023
07/05/1930;23.30999947
08/05/1930;23.39999962
09/05/1930;23.69000053
12/05/1930;24.09000015
13/05/1930;24.42000008
14/05/1930;24.56999969
15/05/1930;24.17000008
16/05/1930;24.28000069
19/05/1930;23.75
20/05/1930;23.86000061
21/05/1930;23.73999977
22/05/1930;23.79000092
23/05/1930;24.03000069
26/05/1930;24.22999954
27/05/1930;24.23999977
28/05/1930;24.37999916
29/05/1930;24.48999977
02/06/1930;24.39999962
03/06/1930;24.18000031
04/06/1930;24.29000092
05/06/1930;23.90999985
06/06/1930;23.52000046
09/06/1930;22.37999916
10/06/1930;23.01000023
11/06/1930;22.20000076
12/06/1930;22.12999916
13/06/1930;22.26000023
16/06/1930;20.55999947
17/06/1930;20.57999992
18/06/1930;19.86000061
19/06/1930;20.79000092
20/06/1930;20.25
23/06/1930;20.09000015
24/06/1930;19.38999939
25/06/1930;19.54000092
26/06/1930;20
27/06/1930;19.80999947
30/06/1930;20.45999908
01/07/1930;20.23999977
02/07/1930;20.45999908
03/07/1930;20.25
07/07/1930;19.82999992
08/07/1930;19.96999931
09/07/1930;20.26000023
10/07/1930;20.77000046
11/07/1930;20.54999924
14/07/1930;21.36000061
15/07/1930;21.31999969
16/07/1930;21.47999954
17/07/1930;21.57999992
18/07/1930;21.77000046
21/07/1930;20.94000053
22/07/1930;21.31999969
23/07/1930;21.65999985
24/07/1930;21.37999916
25/07/1930;21.5
28/07/1930;21.81999969
29/07/1930;21.64999962
30/07/1930;21.07999992
31/07/1930;21.20999908
01/08/1930;21.11000061
04/08/1930;21.52000046
05/08/1930;21.52000046
06/08/1930;21.18000031
07/08/1930;21.05999947
08/08/1930;20.27000046
11/08/1930;20.39999962
12/08/1930;19.87999916
13/08/1930;20.14999962
14/08/1930;20.15999985
15/08/1930;20.70000076
18/08/1930;20.54000092
19/08/1930;20.73999977
20/08/1930;20.85000038
21/08/1930;20.63999939
22/08/1930;20.79000092
25/08/1930;20.68000031
26/08/1930;20.97999954
27/08/1930;21.13999939
28/08/1930;21.12999916
29/08/1930;21.37000084
02/09/1930;21.37999916
03/09/1930;21.17000008
04/09/1930;21.02000046
05/09/1930;21.34000015
08/09/1930;21.62999916
09/09/1930;21.76000023
10/09/1930;21.86000061
11/09/1930;21.71999931
12/09/1930;21.5
15/09/1930;21.19000053
16/09/1930;21.21999931
17/09/1930;21.29000092
18/09/1930;21.05999947
19/09/1930;20.68000031
22/09/1930;20.17000008
23/09/1930;20.44000053
24/09/1930;20.11000061
25/09/1930;19.72999954
26/09/1930;19.43000031
29/09/1930;18.87999916
30/09/1930;18.59000015
01/10/1930;19.42000008
02/10/1930;19.18000031
03/10/1930;19.42000008
06/10/1930;18.61000061
07/10/1930;18.62000084
08/10/1930;18.39999962
09/10/1930;17.67000008
10/10/1930;18.11000061
14/10/1930;17.90999985
15/10/1930;18.20000076
16/10/1930;17.87999916
17/10/1930;17.15999985
20/10/1930;17.56999969
21/10/1930;17.04999924
22/10/1930;16.89999962
23/10/1930;17.13999939
24/10/1930;17.73999977
27/10/1930;17.78000069
28/10/1930;17.86000061
29/10/1930;17.54999924
30/10/1930;17.34000015
31/10/1930;16.94000053
03/11/1930;17.12999916
05/11/1930;16.62000084
06/11/1930;16.64999962
07/11/1930;16.09000015
10/11/1930;15.53999996
11/11/1930;15.78999996
12/11/1930;16.13999939
13/11/1930;16.55999947
14/11/1930;16.88999939
17/11/1930;16.47999954
18/11/1930;16.65999985
19/11/1930;17.01000023
20/11/1930;16.94000053
21/11/1930;17.20000076
24/11/1930;17.04999924
25/11/1930;16.85000038
26/11/1930;16.61000061
28/11/1930;16.37999916
01/12/1930;16.79999924
02/12/1930;16.95999908
03/12/1930;16.67000008
04/12/1930;16.42000008
05/12/1930;16.43000031
08/12/1930;15.97000027
09/12/1930;15.97999954
10/12/1930;15.72999954
11/12/1930;15.55000019
12/12/1930;15.43000031
15/12/1930;14.93999958
16/12/1930;14.43999958
17/12/1930;15.10999966
18/12/1930;15.22000027
19/12/1930;15.39000034
22/12/1930;14.88000011
23/12/1930;14.96000004
24/12/1930;15.15999985
26/12/1930;14.85000038
29/12/1930;14.72000027
30/12/1930;15.06000042
31/12/1930;15.34000015
02/01/1931;15.85000038
05/01/1931;15.93000031
06/01/1931;16.12999916
07/01/1931;15.09000015
08/01/1931;16.22999954
09/01/1931;16.06999969
12/01/1931;15.84000015
13/01/1931;15.64999962
14/01/1931;15.82999992
15/01/1931;15.46000004
16/01/1931;15.64999962
19/01/1931;15.46000004
20/01/1931;15.77999973
21/01/1931;15.77999973
22/01/1931;16.06999969
23/01/1931;16.42000008
26/01/1931;16.39999962
27/01/1931;16.31999969
28/01/1931;16.02000046
29/01/1931;16.17000008
30/01/1931;16.19000053
02/02/1931;16.15999985
03/02/1931;16.23999977
04/02/1931;16.32999992
05/02/1931;16.21999931
06/02/1931;16.27000046
09/02/1931;16.95999908
10/02/1931;17.22999954
11/02/1931;17.28000069
13/02/1931;17.18000031
16/02/1931;17.34000015
17/02/1931;17.04999924
18/02/1931;17.20000076
19/02/1931;17.43000031
20/02/1931;17.70999908
24/02/1931;18.17000008
25/02/1931;17.96999931
26/02/1931;18.17000008
27/02/1931;18.03000069
02/03/1931;17.52000046
03/03/1931;17.5
04/03/1931;17.34000015
05/03/1931;17.69000053
06/03/1931;17.31999969
09/03/1931;17.76000023
10/03/1931;17.71999931
11/03/1931;17.52000046
12/03/1931;17.39999962
13/03/1931;17.31999969
16/03/1931;17.77000046
17/03/1931;17.57999992
18/03/1931;17.80999947
19/03/1931;18.01000023
20/03/1931;18.05999947
23/03/1931;17.76000023
24/03/1931;17.87999916
25/03/1931;17.78000069
26/03/1931;17.54000092
27/03/1931;17.20999908
30/03/1931;16.65999985
31/03/1931;16.69000053
01/04/1931;16.52000046
02/04/1931;16.45000076
06/04/1931;16.5
07/04/1931;16.28000069
08/04/1931;16.5
09/04/1931;16.40999985
10/04/1931;16.45999908
13/04/1931;16.71999931
14/04/1931;16.51000023
15/04/1931;16.18000031
16/04/1931;15.97999954
17/04/1931;15.72999954
20/04/1931;15.96000004
21/04/1931;15.53999996
22/04/1931;15.22000027
23/04/1931;15.28999996
24/04/1931;15.28999996
27/04/1931;14.76000023
28/04/1931;14.67000008
29/04/1931;14.36999989
30/04/1931;15.09000015
01/05/1931;14.64999962
04/05/1931;15.06000042
05/05/1931;14.93999958
06/05/1931;15.01000023
07/05/1931;14.94999981
08/05/1931;15.43999958
11/05/1931;15.18999958
12/05/1931;15.03999996
13/05/1931;14.98999977
14/05/1931;14.65999985
15/05/1931;14.43999958
18/05/1931;13.84000015
19/05/1931;13.82999992
20/05/1931;13.75
21/05/1931;13.89000034
22/05/1931;13.93999958
25/05/1931;13.39999962
26/05/1931;13.40999985
27/05/1931;13.26000023
28/05/1931;13.31000042
29/05/1931;13.02000046
01/06/1931;12.39999962
02/06/1931;12.19999981
03/06/1931;13.11999989
04/06/1931;13.55000019
05/06/1931;13.39999962
08/06/1931;13.56000042
09/06/1931;13.34000015
10/06/1931;13.69999981
11/06/1931;13.72999954
12/06/1931;13.75
15/06/1931;13.63000011
16/06/1931;13.65999985
17/06/1931;13.51000023
18/06/1931;13.27000046
19/06/1931;13.22000027
22/06/1931;14.60999966
23/06/1931;14.40999985
24/06/1931;15.09000015
25/06/1931;14.98999977
26/06/1931;15.35000038
29/06/1931;15.09000015
30/06/1931;14.82999992
01/07/1931;15.06999969
02/07/1931;14.93999958
03/07/1931;15.26000023
06/07/1931;15.10000038
07/07/1931;14.51000023
08/07/1931;14.36999989
09/07/1931;14.48999977
10/07/1931;14.63000011
13/07/1931;14.22999954
14/07/1931;14.09000015
15/07/1931;13.80000019
16/07/1931;14.14000034
17/07/1931;14.27000046
20/07/1931;14.46000004
21/07/1931;14.61999989
22/07/1931;14.27999973
23/07/1931;14.27999973
24/07/1931;13.97000027
27/07/1931;14.02999973
28/07/1931;14.18000031
29/07/1931;13.73999977
30/07/1931;13.80000019
31/07/1931;13.72999954
03/08/1931;13.93000031
04/08/1931;13.84000015
05/08/1931;13.64000034
06/08/1931;13.55000019
07/08/1931;13.60999966
10/08/1931;13.55000019
11/08/1931;13.98999977
12/08/1931;13.80000019
13/08/1931;14.02000046
14/08/1931;14.28999996
17/08/1931;14.05000019
18/08/1931;14.10000038
19/08/1931;14.14000034
20/08/1931;14.17000008
21/08/1931;13.85999966
24/08/1931;13.75
25/08/1931;13.69999981
26/08/1931;13.93000031
27/08/1931;13.85000038
28/08/1931;13.98999977
31/08/1931;13.85999966
01/09/1931;13.92000008
02/09/1931;13.65999985
03/09/1931;13.35000038
04/09/1931;13.28999996
08/09/1931;12.86999989
09/09/1931;12.76000023
10/09/1931;12.61999989
11/09/1931;12.68999958
14/09/1931;12.10000038
15/09/1931;11.98999977
16/09/1931;11.81999969
17/09/1931;12.03999996
18/09/1931;11.46000004
21/09/1931;10.93000031
22/09/1931;10.80000019
23/09/1931;11.52000046
24/09/1931;10.68000031
25/09/1931;10.92000008
28/09/1931;10.5
29/09/1931;10.06000042
30/09/1931;9.710000038
01/10/1931;9.529999733
02/10/1931;9.699999809
05/10/1931;8.819999695
06/10/1931;9.909999847
07/10/1931;9.779999733
08/10/1931;10.61999989
09/10/1931;10.55000019
13/10/1931;10.10000038
14/10/1931;9.869999886
15/10/1931;10.05000019
16/10/1931;10.35999966
19/10/1931;10.48999977
20/10/1931;10.96000004
21/10/1931;10.85999966
22/10/1931;10.5
23/10/1931;10.84000015
26/10/1931;10.64000034
27/10/1931;10.40999985
28/10/1931;10.06999969
29/10/1931;10.10999966
30/10/1931;10.43000031
02/11/1931;10.5
04/11/1931;10.81999969
05/11/1931;10.77999973
06/11/1931;11.10999966
09/11/1931;11.52000046
10/11/1931;11.27999973
11/11/1931;11.10999966
12/11/1931;11.06999969
13/11/1931;10.72000027
16/11/1931;10.43000031
17/11/1931;10.60000038
18/11/1931;10.21000004
19/11/1931;10.15999985
20/11/1931;9.850000381
23/11/1931;9.699999809
24/11/1931;9.869999886
25/11/1931;9.529999733
27/11/1931;9.31000042
30/11/1931;9.5
01/12/1931;9.380000114
02/12/1931;9.050000191
03/12/1931;9.220000267
04/12/1931;9.020000458
07/12/1931;9.289999962
08/12/1931;9.020000458
09/12/1931;8.779999733
10/12/1931;8.579999924
11/12/1931;8.31000042
14/12/1931;8.010000229
15/12/1931;8.119999886
16/12/1931;7.929999828
17/12/1931;7.71999979
18/12/1931;8.359999657
21/12/1931;8.149999619
22/12/1931;8.289999962
23/12/1931;7.949999809
24/12/1931;7.960000038
28/12/1931;7.760000229
29/12/1931;7.960000038
30/12/1931;8.100000381
31/12/1931;8.119999886
04/01/1932;7.559999943
05/01/1932;7.550000191
06/01/1932;8.079999924
07/01/1932;8.220000267
08/01/1932;8.569999695
11/01/1932;8.479999542
12/01/1932;8.390000343
13/01/1932;8.800000191
14/01/1932;8.899999619
15/01/1932;8.920000076
18/01/1932;8.510000229
19/01/1932;8.479999542
20/01/1932;8.630000114
21/01/1932;8.579999924
22/01/1932;8.210000038
25/01/1932;8.199999809
26/01/1932;8.31000042
27/01/1932;8.149999619
28/01/1932;8.029999733
29/01/1932;7.940000057
01/02/1932;8.229999542
02/02/1932;8.050000191
03/02/1932;8.090000153
04/02/1932;8.039999962
05/02/1932;7.78000021
08/02/1932;7.619999886
09/02/1932;7.53000021
10/02/1932;7.5
11/02/1932;8.119999886
15/02/1932;8.5
16/02/1932;8.840000153
17/02/1932;8.479999542
18/02/1932;8.710000038
19/02/1932;8.720000267
23/02/1932;8.220000267
24/02/1932;8.430000305
25/02/1932;8.350000381
26/02/1932;8.340000153
29/02/1932;8.289999962
01/03/1932;8.350000381
02/03/1932;8.710000038
03/03/1932;8.710000038
04/03/1932;8.720000267
07/03/1932;8.819999695
08/03/1932;8.979999542
09/03/1932;8.81000042
10/03/1932;8.729999542
11/03/1932;8.520000458
14/03/1932;8.31000042
15/03/1932;8.31000042
16/03/1932;8.109999657
17/03/1932;8.279999733
18/03/1932;8.020000458
21/03/1932;8.06000042
22/03/1932;8.050000191
23/03/1932;7.940000057
24/03/1932;7.860000134
28/03/1932;7.590000153
29/03/1932;7.579999924
30/03/1932;7.739999771
31/03/1932;7.309999943
01/04/1932;7.179999828
04/04/1932;7.059999943
05/04/1932;6.730000019
06/04/1932;6.53000021
07/04/1932;6.460000038
08/04/1932;6.260000229
11/04/1932;6.070000172
12/04/1932;6.059999943
13/04/1932;5.980000019
14/04/1932;6.25
15/04/1932;6.420000076
18/04/1932;6.119999886
19/04/1932;6.03000021
20/04/1932;6.03000021
21/04/1932;6.239999771
22/04/1932;5.960000038
25/04/1932;6.03000021
26/04/1932;6.119999886
27/04/1932;6.269999981
